id	name	avg_rating	n_reviews	n_sold	price	n_loved	n_rate_5	rate_4	rate_3	rate_2	rate_1	rate_with_cmt	rate_with_imgvid	shop_name	shop_n_review	shop_n_product	shop_rate_feedback	shop_time_feedback	shop_age	shop_follower
3369	KÍNH CƯỜNG LỰC FULL MÀN 9D DÒNG SAMSUNG A31/A9(2018)/A8 STAR/A750/A70/A6(2018)/A51/A20S/A10/A10S/A20/A30/A30S/A50/A50S	4.908163	98	435.0	3000.0	15	93	3	1	0	1	37	32	vuhashop	1295	318	93	2776	112618327.75382113	273
3370	Kính Cường Lực Vivo Trong Suốt Vivo V5,V5S,V5 Plus,Y51,Y21,Y37,V11i, V9,Y55s,Y69,Y35,Y81,Y55,Y11	4.857143	105	466.0	2000.0	21	95	5	5	0	0	52	36	pino.01	13453	192	95	3488	165393532.21882296	12547
3371	Cường lực IPHONE 6,6 PLUS,7,7 PLUS,6S,7S,8 PLUS,8 (tặng kèm giấy lau ướt+giấy lau khô) aloshop8686	4.966667	60	537.0	4200.0	5	58	2	0	0	0	11	4	anhmyngoc	1320	164	93	11137	140519289.49882174	10011
3372	Kính cường lực Iphone Chống Vân Tay AG 6/6plus/7/7plus/8/8plus/x/xsmax/11/11pro/11promax	4.727932	828	4300.0	5000.0	358	670	27	17	7	32	218	164	casephukien21	15963	255	68	15816	62418045.756821394	17594
3373	[ Bộ 3 mắt] Dán từng mắt camera chống trầy Chính hãng Kuzoom Bảo vệ cho iPhone 11 Pro / 11 / 11 Pro Max	4.80427	281	991.0	49000.0	63	251	14	11	1	4	97	62	linhhoangthanhdiem	389537	1007	58	18585	128702317.91982031	118522
3374	Kính cường lực camera cho Samsung Galaxy A21s A51 A71 A21 A31 A11 A01 M31s M31 M51 5G	4.79085	153	578.0	10000.0	38	137	8	3	2	3	44	33	mcmeme.vn	6680	514	82	9274	41079524.50782156	6111
3375	Cường lực camera Redmi K30	4.76699	309	951.0	12000.0	22	260	23	10	3	5	114	65	perfectstyle	149601	1760	90	11936	126188143.48280954	19748
3376	Cường lực SAMSUNG A6 2018,A6 PLUS, A7 2018,A8 2018,A8 PLUS, A9 2018, Tặng kèm giấy lau kính khô và ướt TAIYOSHOP1	4.862903	124	595.0	3000.0	963	112	8	3	1	0	50	35	taiyoshop1	1812	139	94	10597	41595900.80782223	4780
3377	Kính cường lực toàn màn hình cho Xiaomi Mi 10T 9 8 SE 9T Pro Lite CC9 A3 Redmi 9A 9C K20 Note 9 9s 7 8 Pro Max 8A	4.79717	212	779.0	15000.0	130	175	8	7	1	4	111	92	mcmeme.vn	6680	514	82	9274	41079528.28883028	6111
3378	Cường lực Samsung [Giá rẻ+Free Ship] Kính cường lực A01, A11, A21, A21s,A31,M21 Kính samsung 9d Full màn + Tặng giấy lau	4.923077	78	427.0	4000.0	14	75	1	1	1	0	25	16	phukien.aha.case	14584	72	100	3819	31741599.311821938	14532
3379	Kính Cường Lực Camera cho iphone 7 8 7Pus 8Plus X Xs Xsmax	4.817797	236	1200.0	1500.0	33	219	5	5	0	7	71	57	pksmilesmile_vs	10629	148	79	19434	50114225.24782038	20691
3380	[ Đã có iP 12 ] Kính Cường Lực WK Kingkong Không Hộp Full mã iPhone từ 6 đến 12 Pro max	4.833333	168	868.0	27500.0	684	92	4	4	0	1	39	26	phukiengiare1988	10220	912	92	8537	83478291.34580994	13043
3381	Bút Cảm Ứng Màn hình Điện thoại, Máy tính bảng	4.945205	73	195.0	31573.0	550	69	4	0	0	0	37	28	cachsuaiphone	8027	309	91	7359	86257138.4828093	14807
3382	Kính cường lực mặt nhám dành Samsung Galaxy A10s A20s A30s A50s A70s A80Note 20 10 Lite A01 A11 A21s A31 M31 M51 A51 A71	4.8	161	571.0	28000.0	56	121	7	5	3	2	48	34	luojianping.vn	1080	313	82	12199	43092625.032820225	620
3383	Kính cường lực 9H asus zenfone max pro m1 Kính cường lực 5D full màn	4.748062	258	962.0	32000.0	98	105	5	1	2	1	35	21	chaunhutvinh	5275	195	74	2458	153761271.1228199	2835
3384	(Rẻ Vô Địch) Kính cường lực 9H Iphone ( không hộp)	4.842697	178	1700.0	1000.0	33	165	5	3	3	2	65	50	pkminibox	12137	643	93	3558	87472318.52082205	2514
3385	Miếng PPF chống va đập mặt trước và sau dành cho s8/s9/s10/s10+/s8+/s9+/note8/note9/s20/s20pluss20ultra	4.780142	141	1000.0	17000.0	47	58	2	3	1	1	25	13	htechshop	1001	888	80	10786	99073513.9358213	1824
3386	[FreeShip_50K] Kính Cường Lực Vsmart Joy 3 - Cảm ứng nhạy - 9D Full Màn	4.758842	311	1300.0	12000.0	224	265	27	13	2	4	127	72	phukienchanthien	1674	444	98	1585	24423132.230826855	9306
3387	Miếng Dán PPF Redmi K30 / k30 pro / k30 ultra Chịu Lực - Chống Trầy Xước Tuyệt Đối	4.738095	252	871.0	10000.0	32	218	15	9	3	6	81	48	perfectstyle	149601	1760	90	11936	126188158.56682014	19748
3388	Cường lực 10D iphone 6/6s/6Plus/6sPlus/7/8/7Plus/8Plus/X/Xs/XsMax Full màn cực chất (tặng khách giấy lau Khô - Ướt)	4.788793	232	2900.0	1000.0	9977	207	13	6	0	6	121	96	nguyentungson2228	13773	106	93	7315	42700640.59082055	28436
3389	Kính cường lực Iphone 12,12 pro,12 pro max,11,11 Pro,11 Pro Max,XS,X,XS Max,XR,6,6s,7,8 PLus trong suốt không full GOR	4.859031	227	636.0	70000.0	49	142	2	1	0	3	40	23	huynhtan.xiaomiking	51661	2763	99	5445	128153972.5408094	31217
3390	Kính Cường Lực Iphone King Kong Không Hộp cho Iphone 6Plus 6s Plus 7Plus 8Plus X Xs XR XsMax 11 11 Pro 11 Pro Max	4.987342	79	441.0	30000.0	3092	78	1	0	0	0	22	14	phukiengiacucre	18685	294	98	3684	70310609.41782737	43706
3391	STICKER TÂY DU KÝ CÁ TÍNH DÁN TRANG TRÍ ĐIỆN THOẠI LAPTOP VALI MŨ BẢO HIỂM XE MÁY TỦ KỆ,...HAY BẤT KÌ NƠI NÀO BẠN MUỐN	4.966102	59	367.0	1000.0	43	57	2	0	0	0	12	11	aothun29k	32928	1781	83	11398	105243275.45482159	51898
3392	Cường Lực Full màn Xiaomi các mã	4.629932	737	1500.0	24000.0	187	582	32	23	17	33	461	390	digiphone_hn	1922	202	95	6420	55007814.43980932	1654
3393	Kính cường lực toàn màn hình cho Huawei Y3 Y5 Y5P Y6 Y6S Y7 Y8 Y9 Y9S 2017 Prime 2018 2019 2020 Pro	4.867647	68	340.0	9100.0	10	62	4	1	1	0	35	27	noida.vn	2740	188	97	1076	33392228.3118093	888
3394	CƯỜNG LỰC FULL MÀN CHỐNG NHÌN TRỘM DÀNH CHO IPHONE - HẠN CHẾ BÁM VÂN TAY- HÀNG KHÔNG HỘP TẶNG GIẤY LAU	4.833333	132	848.0	5000.0	318	121	5	3	1	2	37	28	haik57qle	2972	138	82	19724	105982530.63582134	16104
3395	Kính cường lực dành cho Vsmart Live - Kính cường lực 9H full màn hình	4.822917	192	498.0	19000.0	31	168	7	6	2	2	54	26	tien_vsmart	3187	1503	95	4414	57146270.95680952	3385
3396	MIẾNG DÁN PPF APPLEWATCH - DÁN FULL BODY - BẢO VỆ FULL MÁY - TRONG SUỐT - CHỐNG TRẦY	4.808612	209	1000.0	13000.0	34	194	6	1	4	5	48	37	an.phukien	39451	101	92	6608	64763831.89282155	24773
3397	Dán chống bụi airpods 18k ( có airpods pro)	4.851064	141	599.0	25200.0	36	97	4	1	0	2	26	21	tranthanhhien92	8909	236	91	6213	101046405.16480875	5568
3398	DÁN DẺO PPF NHÁM IPHONE FULL LỖ LOA- CHỐNG VÂN TAY - BẢO VỆ TOÀN BỘ IPHONE -CÓ HƯỚNG DẪN DÁN-ĐỦ MÃ IP 7 ĐẾN 11 PROMAX	4.769737	304	1200.0	31000.0	31	275	10	9	2	9	84	57	an.phukien	39451	101	92	6608	64763834.10480881	24773
3399	Cường Lực Iphone 15D FULL MÀN Thiết Kế Mới Cho Iphone 6/6s/6 Plus/6sPlus/7/8/7 Plus/8Plus/X/XR/XS Max	4.755844	385	4000.0	2500.0	35107	212	11	8	3	6	103	59	chuyenphukienre	8250	60	90	7368	68536897.04682016	46115
3400	[FREE SHIP] Kính cường lực nokia 2.1, 3.1, 3.2, 7.2, 8.1, nokia 5.1 plus, 6.1 plus, X5, X6, X7, cường lực 9D Full Màn	4.854545	220	1100.0	4000.0	31	202	9	6	1	2	105	65	phukien.aha.case	14584	72	100	3819	31741625.107809067	14532
3401	Kính cường lực iphone Full Màn 15D REMAX	4.869159	107	685.0	7900.0	11	100	2	4	0	1	43	41	sioppkdt	62611	180	78	22286	56551786.17882657	58652
3402	Kính Cường Lực Realme Full Màn 9D Realme X,C1,C2,C3,C3i,Realme 3,3 Pro,Realme 5, 5 Pro,Realme 6,6 Pro,Realme 7,7 Pro	4.736462	277	1100.0	4000.0	67	245	13	11	2	8	136	77	pino.01	13453	192	95	3488	165393570.1938212	12547
3403	Miếng Dán Bảo Vệ Camera Sau Cho Samsung Galaxy A51 A71 S20 Plus S20 Ultra Note 10 Lite S10 Lite	4.927273	110	354.0	13000.0	20	107	0	2	0	1	21	17	bycasing.vn	7423	695	81	19589	23542902.63081026	3436
3404	Bộ 2 Cường Lực Gor Iphone 6-7-8 / 6p - 7p - 8p / X / XR / Xs max / 11 / 11 pro / 11 pro max / se 2020 / 12 / 12 pro max	4.904523	199	601.0	85000.0	31	163	10	2	0	1	64	45	perfectstyle	149601	1760	90	11936	126188177.61380935	19748
3405	Cường lực Xiaomi Redmi S2 5D full màn full keo không chấm li ty Cường lực 5D Redmi S2	4.846154	208	928.0	10000.0	38	83	4	4	2	0	27	18	thuy.dau	79517	1222	95	10814	100894135.03082061	10395
3406	[FREESHIP] KÍNH CHỐNG NHÌN TRỘM PHÙ HỢP VỚI IPHONE, Kính Ip 6, 6s Plus ,7,7 Plus, 8, 8Plus, X,Xs, Xr, Xs MAx, 11 Pro Max	4.857143	364	1900.0	7500.0	78	337	13	9	3	3	140	90	ahacase.vn	4996	75	99	3508	27419673.287821293	6795
3407	KÍNH CƯỜNG LỰC FULL MÀN 9D SAMSUNG A11/A21S/A51/A71/A70/A750/A8 2018/A8 STAR	4.784091	88	414.0	3000.0	13	78	3	6	0	1	38	32	vuhashop	1295	318	93	2776	112618373.30881	273
3408	[Freeship] Kính cường lực Full Màn Samsung A11, M21, M31, A01, A21s, A71, A31, A30s,A50, A51, A80, miếng dán điện thoại	4.968254	63	274.0	5000.0	7	61	2	0	0	0	25	19	ahacase.vn	4996	75	99	3508	27419675.296821356	6795
3409	Miếng lau sạch bụi bẩn điện thoại	4.963636	55	950.0	1000.0	748	13	0	1	0	0	2	1	thanhhuyen20899	1615	278	69	2370	104647777.62780929	5555
3410	Kính cường lực REMAX siêu mỏng 0.11mm cho iphone 5/6/6s/6pl/7/8/7+/8+/X/Xsmax/ip11/ip11pro/ip11promax	4.967742	124	717.0	7000.0	18	120	4	0	0	0	35	31	pksmilesmile_vs	10629	148	79	19434	50114262.04182124	20691
3411	Cường lực 9D full màn Galaxy A51 / A71 full keo thế hệ mới	4.758242	182	846.0	15000.0	17	165	6	2	2	7	46	29	thuy.dau	79517	1222	95	10814	100894142.17382121	10395
3412	Cường lực camera S20 - S20 Plus - S20 Ultra chuẩn	4.848214	112	772.0	15000.0	38	102	5	4	0	1	32	21	phukienhiem.com	8142	1576	100	3954	80901934.61980844	2208
3413	Kính Cường Lực Bảo Vệ Camera Sau Cho Xiaomi Redmi K30 5G	4.908046	87	274.0	19620.0	22	82	2	3	0	0	31	19	landstar.vn	2098	839	83	14200	44364900.60582137	2110
3414	Kính Cường Lực Mỏng 0,1mm Chính Hãng Remax dành cho iPhone 6 —> X	4.83	300	1700.0	12000.0	64	171	4	3	5	1	46	31	phukienhatde	29355	96	94	6155	54360387.94680929	29583
3415	Miếng dán decal Mi Band 5	4.831081	148	319.0	15000.0	43	128	4	3	1	2	26	22	hoangngo9395	1020	18	92	867	69988135.33280969	913
3416	FREESHIP ĐƠN 99K_Kính Cường lực full màn 5D Xiaomi Mi 8 full màn full keo không chấm liti	4.750916	273	1100.0	9900.0	169	86	5	4	2	2	42	26	perfectstyle	149601	1760	90	11936	126188192.49680948	19748
3417	Kính cường lực 9D che phủ toàn màn cho iPhone 12 Mini 11 Pro X XS Max Xr 7 8 6 6s Plus SE2 SE 2020	4.857143	126	802.0	12000.0	64	117	3	2	1	2	22	18	mcmeme3.vn	8552	486	79	10425	36786622.111821175	6972
3418	Dán cường lực iphone 4 4s 5 5s 6 6s 6plus 7 8 8plus x xs xsm	4.721139	667	4400.0	9000.0	587	301	23	12	6	11	107	65	linhkieniphone	24509	2250	83	5629	99484046.07182765	11637
3419	Cường lực Lg G6 / G7 / G8 / V40 / V50 / V60 / G8X / V50S trong suốt tặng keo chống hở mép	4.738806	268	1200.0	16000.0	28	233	14	5	2	9	61	23	thuy.dau	79517	1222	95	10814	100894152.05280924	10395
3420	[ iphone 12 ] Kính Cường Lực Bảo Vệ Mặt Trước Và Sau Điện Thoại Cho Iphone 7 Plus X Xs Max Xr 11 11 Pro Max 8 6s Plus	4.789272	261	822.0	16435.0	271	241	4	5	3	8	161	146	dafan.vn	5571	301	100	3201	29514283.593820572	8062
3421	KÍNH CƯỜNG LỰC 10D FULL MÀN IPHONE 6-6P-7,8-7,8P-X/XS XSMAX/PROMAX	4.590686	408	8100.0	1000.0	5463	309	13	23	5	22	189	124	shopchinhhang19	5609	227	41	17947	43509137.80182028	19457
3422	Kính cường lực màn hình chất lượng cao kèm phụ kiện cho Samsung Galaxy A01 Core A3 A5 A6 A6S A7 A8 A9 A8S A9 J7 J727 J730 J7008 J700F Plus prime Star lite Pro 2016 2017 2018	4.831683	101	447.0	6250.0	16	79	1	1	2	1	47	38	noidatech.vn	12836	393	92	4564	72531055.93380857	4531
3423	Kính Cường Lực Xiaomi Redmi K30- K30 5G - K30 Pro Trong Suốt Chính Hãng Gor Bo Cạnh 2.5D	4.925	80	202.0	59000.0	29	77	3	0	1	0	30	17	wkvietnam	3585	340	94	1459	41533199.26581073	9005
3424	[Bán xả lỗ] Kính cường lực full màn 21D/Tặng giấy lau màn hình cho iphone 6/6s đến 11promax - H Case	4.984375	64	650.0	5000.0	7	63	1	0	0	0	14	10	phukien_hcase	2491	100	80	2067	9638828.787821531	12934
3425	Cường lực full màn 9D Huawei Nova 2i full keo thế hệ mới	4.835938	128	493.0	15000.0	10	89	8	1	1	2	25	17	thuy.dau	79517	1222	95	10814	100894159.77382135	10395
3426	[FULL MÀN SIÊU CỨNG]Kính Cường Lực IPhone 9D chữ T Siêu Xịn Full Màn, Hạn Chế Bám Vân 6/6s Plus/7/8 Plus/X/Xs/Xs Max	4.894737	589	4100.0	5000.0	25692	132	3	3	1	2	58	40	phukiengiacucre	18685	294	98	3684	70310653.00182104	43706
3427	Kính cường lực bảo vệ màn hình toàn diện cho Nokia 1 2 3 5 6 7 8 9 2.1 3.1 5.1 6.1 6.2 7.2 8.1 X5 X3 X7 Plus	4.786667	150	724.0	7000.0	13	101	4	2	1	2	43	35	noidatech.vn	12836	393	92	4564	72531061.99682045	4531
3428	Dán full màn hình cong PPF Nano super Samsung s8,9, s8p,9p, note 8, note 9, S10,S10Plus,N10,N10P,S20,S20P,S20Ultra	4.87	100	549.0	19000.0	12	79	1	0	1	1	25	17	thanhtu080413	7014	435	22	18229	84807540.58180952	8005
3429	Cường lực thường cho ịphone các loại 4, 5,6,6p,7,7p	4.966102	118	761.0	5000.0	2604	54	1	0	0	0	14	13	thegioisile	23903	974	84	8505	116607876.6928091	33319
3430	Miếng dán carbon bảo vệ lưng máy cho dòng máy Iphone	4.878981	157	493.0	3000.0	10348	18	0	0	0	2	10	8	borofone_official_store	15145	650	80	10231	49003973.62682104	21482
3431	Miếng Dán Kính Cường Lực 9D Bảo Vệ Toàn Màn Hình Cho Redmi 9C 9A 9 Note 9 Pro Max 9s 5 6 7 8 Redmi 6 6a 7 7a 8a	4.811765	85	355.0	9000.0	5	77	4	2	0	2	41	38	sunny234.vn	11108	1022	93	6741	52836745.25482011	10280
3432	Bộ Vệ Sinh BELIVE 3 Bước Làm Sạch Ướt - Khô - Hít Bụi Tiện Lợi Dùng Cho Máy Ảnh - Điện Thoại - Laptop [Tomax Shop]	4.981481	54	652.0	2500.0	10	53	1	0	0	0	10	9	tomashop2019	5270	169	96	2957	34476738.50180912	12699
3433	Cường lực HUAWEI Y7 PRO 2018, Y7 PRO 2019 ,Y9 2019,NOVA 3I,NOVA 3E,P2O LITE, P2O PRO ,P3O,P30 LITE Tăng kèm giấy lau	4.785714	196	1200.0	4000.0	47	176	8	5	4	3	82	64	phukiendienthoai8686	4667	141	92	11884	44103178.960826635	15880
3434	Kính Cường Lực iPhone Chính Hãng Remax iP 6,6s,6 plus,6s plus,7,7 plus,8,8 plus,x,xs,xs max,11,11 pro max,12 promax [RM]	4.90625	128	801.0	3000.0	14	122	4	0	0	2	34	27	pino.01	13453	192	95	3488	165393612.35180974	12547
3435	[giá sỉ] Kính cường lực samsung j2 j3 j5 j7 prime/pro j4 j6 plus j8 plus kính cường lực trong xịn	4.640449	178	1100.0	2000.0	3856	142	10	6	2	9	64	43	songha12	4186	302	86	2738	106420435.81682038	5662
3436	Kính cường lực 9H iPhone 6/7/8/Xs/XSMax/11/11Pro/11ProMax Chống va đập + Tặng kèm bộ lau	4.699782	917	2700.0	18000.0	166	457	15	15	7	26	344	317	cncmart	43691	554	76	10434	82529258.96682143	10594
3437	DÁN MÀN HÌNH IPAD 2/3/4/ AIR/ AIR 2/ PRO	4.76	275	1000.0	20000.0	58	49	4	1	1	4	15	12	giang88chuaboc	45571	521	95	4690	101811685.49781013	21543
3438	[𝑹𝒆̉ 𝑽𝒐̂ Đ𝒊̣𝒄𝒉] Kính Cường Lực Iphone Full Màn 21D Cho Iphone 6Plus/78/8Plus/X/Xr/XsMax	4.72335	394	1400.0	10000.0	179	352	14	8	1	19	223	182	smarttech23	1423	61	88	1590	21987404.595820427	2150
3439	Dán film dẻo PPF Note8,Note9,Note10+,S7edge,S8, S8+, S9,S9+,S10,S10+,S10e full màn cong , bám dính tốt, chống bong mép	4.746032	189	705.0	30000.0	41	75	2	5	0	2	33	19	phukienace	5297	272	90	1330	174677485.8978274	4109
3440	CƯỜNG LỰC DẺO FULL MÀN CHO APPLEWATCH- CONG 3D-BẢO VỆ FULL MÀN HÌNH CHO APPLEWATCH SIZE 38/40/42/44MM	4.762376	303	1700.0	18000.0	34	274	7	10	3	9	63	47	an.phukien	39451	101	92	6608	64763888.12480903	24773
3441	Kính Cường Lực Chống Nhìn Trộm Full Màn Cho iPhone 6/6s/7/8/6Plus/7Plus/8Plus/X/Xs/Xr/Xsmax/11/11Pro/11 Pro Max	4.843537	147	588.0	29900.0	23	136	5	2	2	2	46	38	trumsitd	27469	403	87	7473	81451351.8828206	33240
3442	Kính cường lực bảo vệ màn hình cho IPhone X XS MAX XR 6 6s 7 8 Plus 5 5S SE 11 12 Pro MAX Mini	4.94152	171	692.0	12888.0	12	163	4	1	0	1	59	46	iphonex.vn	15414	261	89	12004	36779274.0758214	20611
3443	Kính cường lực Xiaomi Redmi 9 8 7 Note 9 9s 8 7 6 K30 K20 Pro Max 9A 9C 8A 7A 6A 5A 2.5D trong suốt vát cạnh	4.797619	169	771.0	15000.0	59	155	5	2	3	5	68	46	mcmeme1.vn	8295	480	78	9621	31495542.501820564	7222
3444	Cường lực trong suốt full màn 98% dành cho Redmi Note 9s / note 9 pro / note 9 4g 5g - redmi 10x 4g / redmi 10x 5g	4.780347	173	775.0	12000.0	22	154	7	7	3	2	45	25	perfectstyle	149601	1760	90	11936	126188230.49482036	19748
3445	Cường lực chống nhìn trộm iphone 7P/8P/X/Xs/11pro/Xr/11/Xsmax/11promax/12/12pro/12promax	4.787611	113	578.0	34960.0	28	105	2	0	2	4	25	13	thanhthuydep	675	59	93	2949	23358591.107822895	1673
3446	kính cường lực 9D 9H cho iphone 6/6s/6+/6s+/7+/8+/X/Xs/XsMAX full màn hình	4.779221	308	739.0	19000.0	419	266	7	8	5	7	184	166	johnson008	2611	63	83	9791	91385118.38181877	6570
3447	⚡️Giá Sỉ⚡️ Kính Cường Lực Iphone _ Cường lực iphone_ Miếng Dán Màn Hình iphone -Tặng kèm giấy lau	4.876289	97	998.0	1500.0	18	92	1	2	1	1	48	38	pksmilesmilevs	3460	134	78	17548	50312371.71481991	15378
3448	Dán PPF tự phục hồi trầy xước cho màn hình Apple Watch Series 1/2/3/4	4.752538	788	5700.0	15500.0	860	295	16	7	5	15	76	41	linhkieniphone	24509	2250	83	5629	99484086.80482054	11637
3449	Kính Cường Lực Chống Vân Tay AG cho iPhone	4.718208	694	3500.0	26000.0	111	579	25	23	7	27	160	99	phukienhatde	29355	96	94	6155	54360435.02181983	29583
3450	Cường Lực Vsmart Live 4 / joy 4 Full Màn Full Keo Không Chấm Liti ( full keo không lọt bụi cam )	4.819767	173	726.0	10000.0	20	155	8	6	2	2	76	48	perfectstyle	149601	1760	90	11936	126188237.96180892	19748
3451	Kính Cường Lực Iphone Bóng Full Hai Đầu 6/6Plus/7/8/7Plus/8Plus/X/XS/XR/XsMax/11Pro/11/11ProMax	4.879518	83	907.0	12000.0	108	70	2	0	0	2	26	19	phukiengiareq9hcm	3011	60	59	2733	56871801.652808905	6480
3452	[SIÊU RẺ]COMBO 2 MIẾNG LAU KÍNH ĐIỆN THOẠI - SỐ 1 LAU ƯỚT - SỐ 2 LAU KHÔ	4.904762	84	756.0	1500.0	845	80	2	1	0	1	36	23	thangphukien	769	80	100	1285	13344529.650823355	6744
3453	Kính cường lực Full Dòng IPAD 2/ 3/ 4/ Air 1/ 2/ Gen 5/ 6/ 7/ Mini 1/ 2/ 3/ 4/ 5/Pro 11/ 10.5/ 10.2/ 12.9 [Rẻ Vô Đối]	4.904762	63	207.0	38000.0	5	59	2	2	0	0	24	18	webphukien	2353	3232	94	6973	101039270.04580927	825
3454	Cường lực 5D Xiaomi pocophone f1 _Cường lực full 5D full màn full keo không chấm liti cho Xiao mi pocophone f1 / poco f1	4.790055	181	870.0	9900.0	8	97	5	2	0	2	31	19	perfectstyle	149601	1760	90	11936	126188243.66080952	19748
3455	Cường lực full màn Chống nhìn Trộm cho ip 6 đến ip 11 pro max	4.777778	198	1000.0	38000.0	36	170	8	5	1	4	49	31	thuy.dau	79517	1222	95	10814	100894200.79782104	10395
3456	Cường Lực Zenfone Max Pro M1(ZB601KL) Full màn full keo giống ảnh 100%	4.800885	226	944.0	23000.0	38	67	6	2	1	0	30	17	thuy.dau	79517	1222	95	10814	100894201.81280923	10395
3457	Kính Cường Lực Samsung 9D Full Màn Samsung J2 Prime,J3 Pro,J5 Prime,J4,J6,J6+,J8,J7 Prime,J7 Pro,M10,M20,M21,M31 [9D]	4.761468	219	742.0	4000.0	32	194	9	7	3	6	85	64	pino.01	13453	192	95	3488	165393641.65882087	12547
3458	Kính Cường Lực Bảo Vệ Camera Sau Cho Xiaomi Redmi Note 9 9s 8 7 10X Pro 5G 4G	4.825243	103	324.0	10000.0	38	94	4	2	2	1	40	32	mcmeme3.vn	8552	486	79	10425	36786675.68282652	6972
3459	Cường lực 5D Nokia X6 / Nokia 6.1 Plus 2018 full màn full keo không chấm li ty	4.753086	243	1300.0	8000.0	23	96	3	1	0	3	28	21	thuy.dau	79517	1222	95	10814	100894204.69781995	10395
3460	Dán Cường Lực Camera Iphone 6,6s,6plus,6s Plus,7,7plus,8,8plus,x,xs,xsmax, 11, 11pro, 11 pro max , 12 , 12 pro max	4.670478	962	4300.0	9900.0	133	524	28	28	3	36	168	118	perfectstyle	149601	1760	90	11936	126188249.63782144	19748
3461	Kính cường lực dành cho iPhone 11 Pro X XR XS Max iPhone 7 8 6s 6 Plus SE 2020	4.80916	131	976.0	9000.0	11	118	4	7	1	1	54	49	sunny234.vn	11108	1022	93	6741	52836783.6138227	10280
3462	VIỀN KIM LOẠI BẢO VỆ CAMERA DÀNH CHO IPHONE 11PRO/ 11 PROMAX/ 11	4.969027	226	871.0	15000.0	32	204	3	0	0	1	44	27	an.phukien	39451	101	92	6608	64763914.68682027	24773
3463	Miếng Dán PPF Full Lưng Viền Cho Xiaomi Mi 10/ K30 / K30 Pro/ K20 /K20 Pro/ Mi 9/ 9 SE/ Note 7/ CC 9/ CC 9 Pro	4.860465	215	515.0	26000.0	62	99	8	2	0	1	36	15	hapompous	11933	460	99	4479	64651645.01682162	6302
3464	[ CÓ IPHONE 12] Viền bảo vệ camera iphone 11/ iphone 11 pro/11 promax kèm viền	4.80814	172	691.0	29127.0	45	155	7	7	0	3	52	36	sieuphukiendienthoai	11926	286	97	3762	84554340.95482135	8275
3465	⚡️Giá Sỉ⚡️ Kính cường lực iphone 10D mới nhất full màn cho Iphone_Tặng kèm 2 miếng giấy lau Khô - Ướt cl ip	4.756579	304	4100.0	1500.0	34	278	6	6	0	14	112	87	pkdochuyenoplung	3312	134	80	18125	32936832.313821793	9977
3466	Kính cường lực iPhone 12 Mini 11 Pro X XS MAX XR 5 5s SE 5c 6 6s 7 8 Plus 2020 2.5D trong suốt vát cạnh	4.84127	126	825.0	10000.0	36	117	5	0	1	3	37	30	mcmeme1.vn	8295	480	78	9621	31495569.282809496	7222
3467	[SALE SẬP SÀN] KÍNH CƯỜNG LỰC CHỐNG NHÌN TRỘM FULL MÀN 7/7plus/8/8plus/x/xs/xs max/11/11 pro/11 promax	4.847458	118	677.0	4500.0	23	109	5	1	1	2	39	31	kaze.phong	3516	44	91	7558	124642878.91882038	6895
3468	Kính cường lực Full Viền Các DÒNG XPERIA XA2/XA2 Ultra/XZ2/XZ3/XZ2 Premium/XA2 Plus/Xperia 5/8/1/10/10ii/1ii/10+/XZ3/XZ4	4.766667	30	105.0	56000.0	10	26	3	0	0	1	12	7	webphukien	2353	3232	94	6973	101039286.91782045	825
3469	Kính Cường Lực iphone _Miếng dán màn hình iphone 5/6/6s/6plus/6splus/7/8/7plus/8plus/X/Xsmax/ip11/ip11promax	4.757353	272	3800.0	1500.0	34	241	15	5	3	8	128	98	pkdochuyenoplung	3312	134	80	18125	32936836.819828033	9977
3470	Cường Lực Camera Vsmart Live / Active 3 / Joy 3 / Joy 4	4.691803	305	894.0	10000.0	55	232	13	7	6	6	69	34	thuy.dau	79517	1222	95	10814	100894216.90181208	10395
3471	Cường lực 5D các dòng Samsung J7 PRIME, J4 PLUS,J6 PLUS, J4, j7 PRO, J6 2018,J8 2018,M20	4.945946	148	540.0	25000.0	20	89	3	1	0	0	32	30	phukienlegiasi1	17130	313	97	10847	47095411.936811686	10470
3472	[Mua 5 cái Giá Sỉ] Cường lực samsung A10, A20, A30, A50, A51 2020, A70, A71 2020, A80, A90, A8 2018, A8+ 2018, A7 2018	4.982143	56	478.0	12000.0	913	55	1	0	0	0	29	15	phukienaphong	643	55	100	3670	20082164.692821026	1558
3473	[giá sỉ] Kính cường lực samsung A5 A6 A7 A8 A9 2018 plus A10 A20 A30 A50 A70 A80 A90 A10s A20s A30s.. kính trong xịn	4.650685	146	1100.0	5000.0	3828	108	10	8	1	5	54	35	songha12	4186	302	86	2738	106420481.85682845	5662
3474	Cường lực full màn 3D HTC U11/U11+ từ tính cảm ứng tốt	4.75	216	825.0	30000.0	30	164	17	4	2	4	84	45	thuy.dau	79517	1222	95	10814	100894221.74882102	10395
3475	Dán full màn hình cong PPF Nhám Mặt sau Samsung s8,9, s8p,9p, note 8,note9,S10,S10e,S10+,N10, N10+,S20,S20Plus, s20ultra	4.931034	87	393.0	19000.0	2743	63	0	1	0	1	14	8	thanhtu080413	7014	435	22	18229	84807599.96480918	8005
