id	rating	content
2	5	mức giá sản phẩm rất tốt. Ngoại hình đẹp, màn hình sáng, đẹp, hiển thị sắc nét. cấu hình mạnh so với giá tiền. chơi game rất mượt, âm thanh hay, chụp hình đẹp, thêm nữa là shop tư vấn nhiệt tình, rép tin nhắn rất nhanh. tóm lại ở mức giá này mình thấy hài lòng. ủng hộ shop ở đơn hàng tiếp theo. tặng
2	5	quá đẹp, sản phẩm rất chuẩn, shop giao hàng đúng hẹn, test qua các chức năng đều ổn định màn hình cảm ứng nhạy, màu sắc đẹp, wifi mạnh lên mạng chơi game lướt web xem phim rất mượt,camera sắc nét,chụp hình tự sướng tuyệt vời, nói chung mình rất vừa ý và hài lòng, cảm ơn shop đã giao hàng đúng như qu
2	5	quá chuẩn, shop giao hàng nhanh, sản phẩm đẹp, chất lượng thì đúng như quảng cáo,rất chuẩn, nhân viên bán hàng nhiệt tình, tận tâm với khách hàng, shop thật uy tín, mình sẽ giới thiệu shop đến với bạn bè và người thân, thật vừa ý và an tâm khi sử dụng sản phẩm của shop
2	5	máy đẹp, các ứng dụng hoạt động tốt, màn hình cảm ứng nhạy, màu sắc đẹp sáng, camera sắc nét,shop uy tín giao hàng nhanh và đúng hẹn, sản phẩm đóng gói chắc chắn,nhân viên nhiệt tình , mình rất an tâm và hài lòng vừa ý, anh em nên mua sản phẩm của shop
2	5	mình đang sử dụng sản phẩm này thật sự rất tốt. hiệu năng và hiệu ứng chuyển cảnh đẹp. đã test chưa thấy lỗi gì Mình mua Chủ yếu để chơi game thấy chơi game ngon. Nói chung là tốt..... perfect
3	5	Sản phẩm tốt vựot mong đợi máy ok  cảm ơn anh shop nhiêt tình
3	5	điện thoại sài thích quá nhà shop. hàng chuẩn chất lượng. full chức năng. sài bền. đẹp. máy mới. loa míc bỏ sim vào nghe gọi to rõ. sóng mạnh. pin trâu. cáp sạc phụ kiện đầy đủ. giao hàng nhanh. shipper nhiệt tình. tư vấn nhiệt tình thân thiện chứ đáo lịch sự với khách. giao đúng màu đúng mẫu. rất c
3	5	nhận hàng rồi shop ơi. giao hàng nhanh quá. ảnh shipper vui tính hè. giao hàng vui vẻ. shop đóng hàng cẩn thận quá. báo bọc rất kĩ lưỡng luôn. cáp sạc phụ kiện đầy đủ. nhận máy test máy bỏ sim vào nghe gọi tốt. sóng đầy. loa míc nghe gọi to rõ. pin cực trâu í.sản phẩm tốt. đầy đủ chức năng hoạt động
3	5	điện thoại ko chỉ rẻ bền đẹp mà chất lượng. vô tình lướt mua hàng nhưng thấy mọi ng nói chất lượng sản phẩm điện thoại tốt nên mua sử dụng. test loa míc nghe to rõ. nhận sim ngay. sóng ổn định. đường truyền tốt. sạc cáp dầy đủ. giáo đúng mẫu đúng màu. giao hàng nhanh. đóng gói cẩn thận. thấy
3	5	Giao hàng nhanh, đặt mua 12.12 sale thì 13.12 nhận ở HCM.. Chỉ có đt và sạc, k box Nokia.
3	1	K hiểu sao mọi ng vẫn cho 5 sao đc luôn giao sài màu oke k sao nhưng thái độ phục vụ shop quá kém 
4	5	Giao hàng hơi lâ. Chưa bóc gói hàng nên k biết hàng hoá ra sao nữa 
4	5	e đã nhận hàng nha shop . máy rất deph . máy bao gồm pin và sạc rất rẻ và máy xài rất ok .....
4	5	Nhỏ gọn nghe gọi ok. Rất hài lòng khi nhận đuợc máy..
4	5	Đã nhận sản phâm 1 thámg xài vẫn ổn cảm ơn shop. 
4	5	nhận máy xong mình thử máy luôn. chất luợng trên ca tuyệt vời. cơ bán gặp cái shop bán hàng có tâm đấy. test máy thấy như sau. cột sóng 4 vạch căng đét. thử sim lắp vào gọi nghe to rõ. loa míc tốt. sạc cáp tai nghe phụ kiện đầy đủ. mua online mà găp đc cái shop này chỉ đc nhận máy xịn mịn
4	5	mới nhận đc ĐT ứng ý qua shop. Mọi thứ đều OK hết. loa Mic nghe to rõ. bàn phím bấm cực kì nhẹm. shop từ vấn nhiệt tình và thân thiện. giao hàng nhanh chóng. đóng gói cẩn thận. mua online mà đc gặp shop quả là rất thích luôn. chúc shop ngày càng thành công buồn bán thuận lợi. vote 5 sao
5	5	Giao hàng nhanh. Giao đúng màu ok. Máy còn mới đẹp. Nhưng màn hình hơi bị bong tí không đẹp lắm. Chắc keo không ăn nên màn hình hơi bị bong nhẹ. Còn lại ổn cả. Nói chung cho 5sao.. 9191929293893929w929292829299q299²2992
5	4	Mọi thứ đều ok chỉ điểm trừ là 3 phím hàng dưới cùng nó lệch lệch sao á. Nút * lệch khó bấm lắm. Nhưng máy ok nên thôi tạm cho 4sao nhen
5	5	Nghe rõ song mạnh thiết ke nhỏ gọn cho nguời đi đừomg dùng rất tin lợi.. 
5	5	Chất lượng số 1, không có vết xước nên mua 🤩🤩☹️🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩☺️
5	5	Pin rất trâu. Sản phẩm đẹp giao nhanh nghe gọi rõ ràng shop uy tin nhiêt tình khi giao hàng.. 
5	2	Màn hình hiện thị đầy 5 cục pin mà lâu lâu máy cứ báo pin yếu hết pin cúp nguồn. Báo shop shop cứ bảo sạc đi,sạc cả ngày rút ra n cũng vậy. Pin yếu cúp nguồn. Không lẻ giờ muốn sử dụng điện thoại phải vừa sạc vừa dùng?????
6	5	Máy đẹp xài tốt sạc nhanh  shop uy tin mẫu đẹp.. 
6	5	mua online nhưng gặp dc shop bán hàng chất luợng uy tín nên minh rất ưng ý và hài lòng. tư vấn nhiệt tình.giao hàng thì nhanh chóng. đóng gói cẩn thận. bao bọc kĩ càng. phụ kiện đầy đủ. cáp sạc tai nghe. điện thoại minh đã thử và sài rất tốt. loa míc to rõ ràng. bao phím bấm rất nhẹm. nói chung mua 
6	5	điện thoại đẹp. máy zin cứng. máy đẹp. ko trầy xước. bao bọc hàng kĩ lưỡng. full chức năng. máy nhận sim ngay. loa míc to. đường truyền ổn định. kết nối nhanh. mua online như vậy quá tốt. nhận hàng như shop tư vấn. nói chung hài lòng.bán hàng có tâm chu đáo. thân thiện với khách hàng.
6	5	Ngoại hình đẹp máy mới full chức năng tôi đã test loa mic khá ổn . Giá thế này kèm đủ pin sạc là ok rồi 👌👌 k nên đòi hỏi quá nhiều .chúc shop vui khỏe 
6	5	Nokia 1280 hot tu xua toi nay bao nhieu nam roi ma xai van ok . Hai long
6	5	￼￼￼￼￼. . máy đẹp chính hãng, sử dụng rất tốt các chức năng, phím bấm cực nhạy ,shop nhiệt tình tư vấn có chính sách bảo hành rõ ràng, đến giờ đều hài lòng về mọi thứ, nên tặng 5 sao cho shop luôn nha
7	5	Giao hàng nhanh,đóng gói kỹ,nhưng bên giao hàng làm hộp móp rất sợ máy bị hư..hên máy ko sao
7	3	Gắn sim mỡ nguồn là tắt , không hiểu kiểu gì luôn
7	5	máy đẹp quá shop. nhận máy thử sim vào luôn. máy nghe gọi to rõ. sóng tốt. truy cập nhận sim ngay. loa míc nge nói to rõ. đường truyền ổn định. hài lòng về sản phẩm này. đúng như shop tư vấn. chất lượng về sản phẩm mà chất lượng về máy nữa. cáp sạc phụ kiện đầy đủ. đóng hàng bao bọc kĩ. giao đúng mẫ
7	5	máy đẹp như mẫu còn mới keng giá quá hời nút bấm rỏ hết dùng 1 tuần nay thấy ổn lắm nghe gọi tốt ạ, cac chức năng cơ bản sp đều đáp ứng đc, nhẹ nhỏ tiện lợi, bắt sóng đặc biệt mạnh cảm ơn shop có dịp sẽ ủng hộ
7	5	máy đẹp,shop uy tín giao hàng nhanh và đúng hẹn, sản phẩm đóng gói chắc chắn,nhân viên nhiệt tình , mình rất an tâm và hài lòng vừa ý, anh em nên mua sản phẩm của shop
7	5	giao hàng đúng như giới thiệu sản phẩm đủ pin, sạc trước mắt dùng thử rất OK còn độ bền qua thời gian nữa mới đánh giá được thanks shop xứng đáng 5 sao dành cho shop
8	5	mua lần thứ mấy rồi ko nhớ nữa. toàn mua giúp người thân bạn bè. vì đt sài rất tốt. bền. đẹp. full chức năng. mua online nhưng tin tưởng shop uy tín. mà phải công nhận bán hàng quá có tâm. chưa lần nào mình mua mà phải thất vọng cả. râtt hài lòng từ đóg gói. tới giao hàng. giáo hàng nhanh. đóng hàng
8	5	nhận điện thoại rồi nhé shop. đúng là mua 10 cái cũng yên tâm. bán bàng rất có tâm. lần nào nhận hàng cũng ưng ý. điện thoại loa míc nge to rõ. sóng 4 cục luôn đầy. phụ kiện đi kèm đây đủ. cáp sạc tai nghe. nói chung mua cái shop này lần nào cũng hài lòng. bán hàng có tâm gì đâu luôn á. chúc shop 
8	5	điện thoại sài thích quá shop. bỏ sim vào thử nghe gọi to rõ. sóng tốt. loa míc nói nghe ok lắm luôn shop.shop tư vấn nhiệt tình nè. giao hàng đóng gói vẩn thận. anh shiper giao hàng vui vẻ. hi.vote 5*
8	5	máy đẹp các ứng dụng hoạt động rất tốt,chất lg đúng như shop quảng cáo vừa ý mình, phục vụ tốt, giao hàng nhanh, chế dộ bảo hành rỏ ràng, shop đáng đc đánh giá 5 sao
8	5	Máy đẹp thiết kế gọn,nghe gọi rõ hơn con mì xào ở nhà mà giá thơm nữa, giờ xài máy nokia thấy ghiền lun shop, mốt mua nữa nhớ cho giảm giá shop oi!
8	5	Nhân viên giao hàng thân thiện shop uy tín . Cảm ơn shop
9	5	Máy đẹp.cảm ứng mượt mà, máy chạy mượt , chơi game ngon, Chụp hình đẹp, mọi thứ hoạt động tốt. Máy đẹp hơn quảng cáo đóng gói cẩn thận ,shop uy tín . nhiệt tình chu đáo.chốt lại là khá hài lòng
9	5	thật bất ngờ, shop giao hàng quá chất lượng, máy đẹp, màn hình sáng và sắc sảo, các ứng dụng ổn định,cảm ứng nhạy, nói chung là chất lượng sản phẩm rất tốt, vừa ý mình lắm shop ơi, nhân viên shop nhiệt tình, hết lòng với khách hàng, chế độ hậu mãi tốt,mình sẽ ủng hộ hết mình với shop và giới thiệu
9	5	shop uy tín, giao hàng đúng hẹn, test xong các ứng dụng chạy rất êm, cảm ứng nhạy, chơi game lướt web xem phim rất mượt, nhân viên shop phục vụ chuyên nghiệp,, tận tâm với khách hàng, mình hài lòng và rất thích, 👍 đánh giá 5 sao....👍
9	5	shop uy tín, giao hàng đúng hẹn, test xong các ứng dụng chạy rất êm, cảm ứng nhạy, chơi game lướt web xem phim rất mượt, nhân viên shop phục vụ chuyên nghiệp,, tận tâm với khách hàng, mình hài lòng và rất thích, 👍 đánh giá 5 sao....👍
9	5	máy giao đứng quảng cáo chạy mượt , màn hình tràn viền nhìn siêu đẹp , nhân viên giao hàng nhanh mới đặt hôm qua nay đã nhận , cáp sạc đầy đủ , hàng tốt trong tầm giá , shop uy tín
9	5	đúng như những gì bạn bè giới thiệu và shop quảng cáo, máy đẹp không tì vết, mới tin ,cấu hình mạnh mẽ, chụp hình đẹp, màn hình cảm ứng lướt êm ái, kết cấu rất hoàn thiện + shop uy tín giao hàng đúng hẹn chế độ hậu mãi rõ ràng, mình yên tâm sử dụng sản phẩm của shop ,cảm ơn shop chúc shop có thêm nh
10	5	Shop đong goi kỹ càng nghe gọi tốt. 
10	5	Rạng ngoi ông mặt troi 
10	5	điện thoại sài thích quá shop. giao hàng nhanh. đóng hàng cẩn thận quá. bao bọc kỉ càng. test máy thì mình thấy như sau. bỏ sim và gọi loa míc nghe rõ ràng. sóng đầy luôn. phụ kiện cáp sạc tai nghe đầy đủ. nói chung mua online gặp dc shop tư vấn rõ ràng. nhiệt tình. nói chung mua online gặp shop là 
10	5	đã test máy , rất tốt rất hài lòng, loa toa sóng khỏe shop giao hàng nhanh nhân viên tư vấn nhiệt tình, sản phẩm đúng chính hãng, sim sóng ổn định, sản phẩm tốt giá cũng tốt,tóm lại hài lòng về sản phẩm và shop, sẽ luôn tun tưởng và ủng hộ shop
10	5	con máy khá đẹp giao hàng nhanh chú giao hàng vui tính nhận máy là lên tặng sao ngay mình đã đặt thêm cái iphone 4 xem thế nào mong cũng được như con này nếu tốt mình sẽ giới thiệu cho bạn bè mong shop lựa máy tốt cho mình
10	1	lần đầu mua thỳ gửi nhầm sạc. lần 2 gửi thỳ gửi nhầm máy. lần 3 gửi thyd gửi nhầm màu? và kết quả 1 máy k dùng dc 
11	5	máy đẹp / cầm chắc tay . chụp hình nét , mình rất thích shop nhiệt tình. chu đáo . sản phẩm cũng ok hài lòng ... máy đẹp / cầm chắc tay . chụp hình nét , mình rất thíchshop nhiệt tình. chu đáo . sản phẩm cũng ok hài lòng máy đẹp / cầm chắc tay . chụp hình nét , mình rất thích shop nhiệt tình. chu đá
11	5	máy đẹp , giáo hành nhanh , đóng gói cẩn thận , chụp hình nét , máy nhìn cứng , cầm chắc tay , mượt , nghệ gọi to rõ ràng , cảm ơn shop máy đẹp , giáo hành nhanh , đóng gói cẩn thận , chụp hình nét , máy nhìn cứng , cầm chắc tay , mượt , nghệ gọi to rõ ràng , cảm ơn shop máy đẹp , giáo hành nhanh , 
11	5	Tôi là một bà mẹ ở nhà nội trợ và kinh doanh. Tôi bán hàng onl nên tôi cần sử dụng điện thoại hàng ngày. Tôi đã sử dụng rất nhiều các loại điện thoại khác nhau . Mỗi máy có một tính năng khác nhau. Nhưng loại máy mà tôi chọn đó là chiếc Samsung Galaxy S6 vì nó rất đẹp, tốt, pin trâu
11	5	shop nhiệt tình. chu đáo . sản phẩm cũng ok hài lòng ... máy đẹp / cầm chắc tay . chụp hình nét , mình rất thíchshop nhiệt tình. chu đáo . sản phẩm cũng ok hài lòng
11	5	Mua shopped là uy tín nhất . Mình chỉ tin dùng vào shopped thôi.. 
11	5	Chất lượng tuyệt vời nguyên zin 👍. Máy chuẩn nghe gọi tốt. Giao hàng nhanh . Shop uy tín quảng cáo đúng sp
12	5	Hàng được đóng gói cẩn thận. Đầy đủ máy, pin, sạc, tất cả đều mới như quảng cáo. Về chất lượng thì khá ok. Mình mới lấy về sử dụng 3 ngày, chưa thấy lỗi gì. Nghe gọi rõ.
12	5	đã mua 2 con và mình rất thích. Cực hài lòng về sản phảm, Nokia thi chất luợng sản phẩm quá ngon rồi, shop phục vụ quá là nhiệt tình. Có chút nhần lẫn và shop hỗ trợ nhiệt tình. Giao hàng quá nhanh, quá nguy hiểm hihi Shop này thấy ok nè. Tuyệt Vời
12	5	đã nhận được hàng hàng như quảng cáo đóng gói rất kỹ giao hàng nhanh đặt hôm trước hôm sau có hàng rồi quá tuyệt vời
12	5	sản phẩm rất ok máy đẹp pin sạc chất lượng mn nên mua shop này rất uy tín và chất lượng ! 
12	5	máy ok k vấn đề gì cả.rất hợp với túi tiền.tks shop
12	5	chất lượng tuyệt vời, màu sắc đẹp, , nhân viên tận tình, phục vụ tốt rất ấn tượng, sẽ giới thiệu bạn bè người thân ủng hộ shop
13	5	Mình chưa dùng mới đập hộp thôi, giao hàng nhanh và cẩn thận. Hy vọng dùng tốt 
13	5	Điện thoại tốt, chất lượng tuyệt vời, shop gói hàng chắc chắn, giao nhanh.
13	5	Máy đẹp, dùng tốt, giá rẻ, nhân viên giao hàng thân thiện
13	5	àgbkklvjkjghcvklbktsgrikgjfdjhdtjoyiyititotuyoydurupityeoyukgj
13	5	
13	5	Hình ảnh khá ok, còn chưa biết sd như nào. Hi vọng sẽ tốt 
14	5	Mua nhiều lần nên yên tâm lắm. Bảo hành cực tốt. Okkkkkkkkkkkkkkkkkkkkkkkkkk
14	5	Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
14	5	Sản phẩm rất ok giao hàng nhanh chóng ! Thank shop nha sẽ ủng hộ 
14	5	
14	5	Giống  . Siêu cute . . Nên mua. Dthoai nhỏ mà có võ. Giao.hàng . Nhanh 
14	4	Hình ảnh ko liên quan,chất lượng lâu dài thì ko bít nhưng đẹp,nhỏ xinh
15	1	Màn hình quá già, thế mà cũng đưa sp đến được tay khách, 1 lần mua cũng sẽ là lần cuối ủng hộ shop.
15	5	đánh giá samsung galaxy s7 Samsung galaxy s7 là chiếc điện thoại mà mình cảm thấy hài lòng nhất về thiết kế và hiệu năng, chính vì thế mình đã quyết định mua chiếc máy này sau đây mình xin phép nhận xét về chiếc điện thoại này sau 1 thời gian sử dụng Máy có thiết kế rất đẹp và nhỏ gọn, mặt sau bằng
15	5	máy đẹp, mới tinh luôn, còn siêu màn hình. chất lượng quá tốt. với cấu hình và giá thị trường thì shop bán giá quá tốt. hàng chuẩn Samsung, chụp hình đẹp, Chơi game hơi bị ngon, máy y như hình mình chụp. đây là sản phẩm mình ưng ý nhất từ trước đến giờ khi mua Online. sẽ ủng hộ shop đơn hàng tiếp th
15	5	Máy đẹp ưng ý Giao hàng nhanh chóng 
15	5	Chat luong tuyet nha moi nguoi 
15	5	Máy nguyên zin tôt nên mua dùng nhé sắp tết roi.chup hìmh Ok shop uy tin giao hamg nhanh San pham đep sin sò 
16	5	Một ly nhỏ khoảng 60 ml nước ép CLM tươi có hàm lượng dinh dưỡng tương đương với 5 pound( khoảng 2,2kg) rau hưu cơ tươi.CLM chứa đầy đủ các vitamin A,B, canxi, phốt pho, magie, natri và kali theo tỷ lệ cân đối.Nước ép cỏ lúa mì tươi là  một nguồn protein hoàn ,chỉnh cung cấp tất cả
16	3	Nói chung máy ổn, chạy hơi chậm. Ko đc nhạy lắm. Mở khóa mà còn chậm lên chậm xuống chán qqua. Mua cho má xài tạm chứ mjh là bỏ lun rồi. Ah, beautiful music and videos. I'm grateful that I grew up watching this, remembering my childhood watching this episode at Christmas while laughing together. M. 
16	5	Hàng dùng rất ổn so với giá thành.. Finger print rất nhạy. . Gói hàng cẩn thận. 
16	5	Mua sale 12.12. Mới mua thấy mọi thứ ok bình thường. Giao linh kiện đầy đủ.. Sẽ dùng thử 1 tgian và bổ sung review sau đó
16	5	Giao hang lau.mau ma đẹp.nguyen sale.Chụp anh đẹp. Am thanh rất lon
16	5	hàng đóng gói nhanh và vận chuyển ngay hôm sau . áp được mã giảm 50%
17	5	Ship nhanh. Hàng OK. Hài lòng mức độ 8,5/10. Giá tốt. Tks shop. 
17	5	Sản phẩm như hình tuy nhiên giao hàng quá lâu đợi tận một tuần mới nhận đc hàng ! Bên ship làm lề mề quá 
17	5	Quá tốt mọi người ơi. Còn độ bền thì không biết được bao lâu nữa. 
17	4	Pin lâu loa hơi rè tạm ổn. Sản phẩm giống như hình nhỏ nhỏ xinh xinh. Giao hàng nhanh
17	5	shop giao hàng nhanh, sản phẩm đẹp như mô tả, không biết sử dụng lâu dài như nào
17	5	Cable ngon sạc nhanh, cắm nhận truyền dữ liệu itune, 3utool ok nhé cả nhà, giá rẻ uy tín mọi nhà, thank shop.
18	5	Sp tốt,Sp tốt,camera ọk , hkkjgh kg hggjlljgffffgjj ọk , hkkjgh kg hggjlljgffffgjj
18	5	chất lượng tốt, máy đẹp quá shop ơi, test qua màn hình cảm ứng rất nhạy, chụp hình sắt nét, các ứng dụng chạy mượt lắm, pin trâu ,vừa ý mình, cảm ơn shop vì đã giao hàng đúng như quảng cáo, sẽ giới thiệu bạn bè người thân ủng hộ shop nhiều hơn nữa, bình chọn shop 5 sao
18	5	Rất hài lòng với sản phẩm của shop, mua 3 lần chưa lần nào shop làm mình thất vọng, máy còn rất mới. Làm cái gì cũng nhanh, shop uy tín quá trời lun. Duyệt shop full sao
18	5	Đã nhận hàng máy chuẩn chính hãng. Nghe gọi to rõ ràng, lên Web nhanh. Máy nhìn cứng cáp, máy cầm chắc tay. Nói chung điện thoại tốt hơn mong đợi.5sao cho shop.
18	5	sản phẩm tốt vượt mong đợi , máy mới nguyên seal. đầy đủ phụ kiện. đóng gói cẩn thận. giáo hàng nhanh chóng. tặng shop ngàn sao luôn. ngon bổ rẻ
18	5	Máy đẹp giá rẻ, camera chuẩn nét, sống ảo tuyệt vời. web lướt phà phà. chơi game quá đỉnh. shop uy tín, giao hàng nhanh, phục vụ tốt. shop uy tín 5* 
19	5	Máy đẹp thiết kế gọn,nghe gọi rõ hơn con mì xào ở nhà mà giá thơm nữa, giờ xài máy nokia thấy ghiền lun shop, mốt mua nữa 
19	5	hàng đóng gói OK máy đẹp pin OK cảm ơn shop nhé
19	5	moi nhan h.đong goi sp chac chan đep noi chung vii gia tien nay nghe goi thì ok.tang shop 5sao
19	5	chất lượng tuyệt vời, màu sắc đẹp, , nhân viên tận tình, phục vụ tốt rất ấn tượng, sẽ giới thiệu bạn bè người thân ủng hộ shop
19	5	sản phẩm như hình mẫu rất hài lòng oki đáng đồng tiền ^^
19	5	Sp Tốt. Giá hợp lý . OK OK 
20	5	Cảm nhận về điện thoại như sau:. Ưu điểm: Màu sắc tươi sáng, cầm nhẹ tay, nhỏ gọn nên phù hợp bỏ vào túi quần hoặc túi áo.. Nhược điểm: Pin khá cùi, tầm 1 ngày hơn là tụt pin khủng khiếp 😱. 
20	5	bình luận chỉ mang tính chất nhận xu.... :"8#;#@9@+$:"8;#@(#-$($:%(")@@)
20	1	Qua 1tuần sử dụng tôi đánh giá như sau:.     * Nhận về chốt giữ sim cong không lắp dc sim.     *imie này in lại dòm rất tệ,điểm tiếp xúc với pin lỏng lẻo,vỏ mới mak cong đủ kiểu.      *Mọi người đừng lấy pin của shop ,sạc đầy để chế độ chờ mak nữa ngày báo pin yếu,bị ăn nguồn pin lởm,269k về bỏ...TỨC 
20	1	máy sộc sệch bụi nhiều dùng dk tuần kẻ đen màn hình shop ko đổi cho chán !
20	3	Mọi chức năng ok mỗi tội vỏ lõm và màn hình lô nhìn rất nhức mắt.. Giá thì tốt rồi. Không pin sạc thì 240k mua tầm này thì xác định vậy nhé cả nhà.. Màn lô. Vỏ lõm. Phím hở. Phần mềm xi đa (xem video sẽ thấy folder ô vuông). Có điều kiện nên lấy hàng tồn kho full box hay hơn giá gấp 10 lần haha. Shop ok
20	5	Hàng như hình. Ok main zin. Vỏ đẹp. Chức năng ok. Giao hàng nhanh. Shop hổ trợ nhiệt tình. Hài lòng
21	5	Giao hàng nhanh. Sản phẩm như quảng cáo. ...................
21	5	Đã mua lần thứ 2 và vẫn đánh giá 5 sao, đúng hàng, sp ok. Tuyệt vời 👍
21	5	Fhfjjdnfndnndndndndjjdjdjsjdjdjdjjdndnndndndnfmcmcmcmcmcmmcmcmcmcmmcmcmcmcmncnncncncncjcjcjcjcjcjjcjcjcjcjcjc
21	5	Hàng ok. Để sử dụng thêm vài hôm. Trước mắt đặt thêm 1 cái.
21	5	Điện thoại siêu dễ thương, nhỏ xíu. Hiện tại dùng thấy ok, ko biết có được lâu dài không nữa. . Mà dây sạc kèm theo máy sao mình sạc không vào, mình thay sạc của mình thì lại sạc được. 
21	5	Tuyệt vời
22	4	Máy cũng tạm đc. Lúc mới mua về thì pin còn 100%. Sau  nửa tháng sử dụng còn 92%. Sạc từ 90% đến 100% rất lâu. Đặt hàng hơi lâu và nhì nhằng. Shop phản hồi chậm. A giao hàng nhiệt tình. A giao hàng gọi điện mấy lần cho shop hỏi cho xem hàng mà kg đc?
22	5	Khi mua đt 99 rồi thì đừng đòi máy nguyên zin, con ap suat.T cũng bán và biết các shop khác cạnh tranh nên đừng nhìn vào đánh giá mà quyết định.Ai đời đi bán điện thoại mà để con chết máy k lên nguồn nhỉ.Sau 5 ngày thì thấy ổn áp shop hỗ trợ chu đáo tận tình .Pin sụt nhanh.Sd 1 tg t sẽ quay lại.
22	1	Chất lượng sản phẩm kém . Đèn flash bị hỏng k bật được😣. Sạc đầy dùng được khoảng hai tiếng là hết pin . Shop phản hồi chậm . Quá thất vọng về sản phẩm 😴
22	5	Có 1 vết xước dài sau máy nhưng máy ổn cho shop 5*
22	5	Pin zin - pin trau 
22	5	Oke.  
23	5	Giao hàng nhanh lắm í ạ<3. Mình đặt lúc sinh nhật shopee mà giao hàng siu nhanh luôn. Đóng gói cần thận nè, hộp điện thoại không bị méo hay gì luôn. Nói chung là đth oke hết. Ưng lắm á
23	5	Đóng gói cẩn thẩn, vừa quấn bọc vừa có xốp nhét bên trong . Sẽ ủng hộ tiếp ạ
23	5	Giao hàng siêu nhanh, chủ shop cực kỳ nhiệt tình. Sẽ ủng hộ tiếp
23	5	Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn
23	5	sở hữu phần mặt lưng với thiết kế đẹp mắt hơn, biểu hiện ở hiệu ứng 3D đẹp mắt, mang đến sự độc đáo trẻ trung và thời thượng 
23	5	sở hữu phần mặt lưng với thiết kế đẹp mắt hơn, biểu hiện ở hiệu ứng 3D đẹp mắt, mang đến sự độc đáo trẻ trung và thời thượng 
